company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Integris,cybersecurity,"Domain Technology Partners is an IT solutions and services company based in Cranbury, N.J., with an office in Owings Mills, Md. The company, founded in 1997, has more than 80 employees and provides IT managed services, cybersecurity, IT strategy consulting, and cloud consulting & SI services. Domain Technology Partners serves small and mid-market companies in various industries that include business services, legal, and financial services.",4.8,(22 Reviews),Fitness & Wellness; Agile Therapeutics; Nukk-Freeman & Cerra; DefinedLogic,"Integris provides managed IT services to a consulting firm. They oversee the client’s security infrastructure, purchase hardware, and address support tickets. They’ve also implemented a cloud-based system.","['Advertising & marketing', 'Business services', 'Financial services', 'Government', 'Legal', 'Non-profit']","East Windsor, NJ",250 - 999 employees,"$5,000+"
Varsity Technologies,cybersecurity,"Varsity Technologies is an IT managed services company based in San Francisco, California. The small team provides IT managed services, BI & big data consulting & SI, cloud consulting & SI, IT strategy consulting, and more and was founded in 1997.",4.7,(12 Reviews),,"Varsity Technologies is a foster care agency's IT partner. They manage hardware, maintain a virtual desktop, and suggest needed system improvements. Additionally, they've conducted a security awareness seminar.","['Education', 'Medical', 'Non-profit']","San Francisco, CA",10 - 49 employees,"$1,000+"
TechMD,cybersecurity,"TechMD is an IT solutions firm based in Los Angeles, California. Founded in 2003, they now employ a team of about 40 that provides IT managed services, cybersecurity, cloud consulting & SI, and IT strategy consulting.",4.9,(36 Reviews),Newport Pacific Capital; CASA of Los Angeles; Delta Pipeline,TechMD provides on-demand IT services for an industrial equipment distributor. The client calls them whenever necessary to provide computer and software support. ,,"Santa Ana, CA",50 - 249 employees,"$5,000+"
eMazzanti Technologies,cybersecurity,"eMazzanti Technologies is an IT consulting company based in Hoboken, NJ, with additional offices in New York. Founded in 2001, eMazzanti's team has grown to over 35 employees. eMazzanti Technologies provides IT managed services, custom software development, IT strategy consulting, SI, and cloud consulting services.",4.8,(9 Reviews),Fortune Footwear; The Township Of Weehawken; Generali US Branch; The Knotts Company,A New-York based hotel and spa collaborated with eMazzanti Technologies and another digital agency to make several enhancements to their website. The team was primarily tasked with web development.,,"Hoboken, NJ",50 - 249 employees,"$1,000+"
Sekurno,cybersecurity,"Sekurno is a cybersecurity company established in 2019 in Tallinn, Estonia. Their team of under 10 mainly focuses on cybersecurity, looking at threat/attack simulations, as well as IT managed services.",5.0,(9 Reviews),RAKwireless; Appflame; MGID,Sekurno was hired by an IoT service provider to set up an information security management system in accordance with the ISO 27001 standard.,"['Advertising & marketing', 'Financial services', 'Medical', 'Information technology', 'Legal', 'Manufacturing']","Kyiv, Ukraine",2 - 9 employees,"$5,000+"
FRSecure,cybersecurity,"FRSecure is a full-service information security management company based in Minnetonka, Minnesota. Founded in 2008, their team of around 50 employees provides cybersecurity, IT strategy consulting, and IT managed services.",4.9,(23 Reviews),Mackoff Kellogg Law Firm; Tealwood Asset Management; Hildi; Inc.,"FRSecure performed a detailed security audit of online nonprofit donation programs, pinpointing areas of concern and top improvement actions. They now provide follow-up consulting to establish best practices. ","['Education', 'Financial services', 'Government', 'Medical', 'Information technology', 'Legal', 'Manufacturing', 'Utilities']","Edina, MN",50 - 249 employees,"$5,000+"
Dataprise,cybersecurity,"Dataprise is a Rockville, Maryland-based IT managed services company. The firm provides IT managed services, cybersecurity, IT strategy consulting, and web development and is midsize.The firm was launched in 1995.",4.9,(5 Reviews),,"Dataprise is providing ongoing IT services for a personal security company. They provide 24/7, all-around IT services, including weekly on-site visits, facilities and infrastructure maintenance, and more.","['Education', 'Financial services', 'Medical', 'Legal', 'Non-profit']","Rockville, MD",250 - 999 employees,Undisclosed
Bit by Bit Computer Consultants,cybersecurity,"Bit by Bit Computer Consultants is a 54-person IT firm founded in 1987. With headquarters in New York, they offer IT managed services, cybersecurity, custom software development, and other IT consulting & SI. They serve small and midmarket businesses in the financial, legal, and nonprofit industries.  ",4.9,(31 Reviews),Financial Services; Non-Profit; Legal; Business Services,Bit by Bit Computer Consultants provides manages IT services and support for a pharmaceutical company. They install software and hardware and provide technical support on an on-need basis.,"['Financial services', 'Legal', 'Non-profit']","New York, NY",50 - 249 employees,"$5,000+"
Entech,cybersecurity,"Entech is an IT Managed Service and Integration Provider in Fort Myers, Florida. Founded in 1998, their team of approximately 30 employees provide services include IT Managed Services, Cybersecurity, and Staff Augmentation.",4.9,(9 Reviews),Local Community,"Entech was hired by a construction company to manage their company's IT infrastructure. Tasks include cybersecurity maintenance, technology uptime, VoIP integration, and standard IT help desk services.",,"Fort Myers, FL",50 - 249 employees,"$1,000+"
TestArmy,cybersecurity,"TestArmy is a QA and software testing agency based in Wroclaw, Poland. Founded in 2010, TestArmy's team of 66 employees provides application testing, UX/UI design, and cybersecurity services primarily for small and midmarket businesses.",4.8,(27 Reviews),Samsung; Philips; Credit Agricole; Naspers,"A software development company has hired TestArmy to provide IT consulting services. Their efforts include testing, compliance, and QA for the client's software.","['Business services', 'eCommerce', 'Financial services', 'Medical', 'Information technology']","Wrocław, Poland",50 - 249 employees,"$5,000+"
Transputec Ltd,cybersecurity,"Transputec, a midsize cybersecurity company, is located in Wembley, United Kingdom. They focus on cybersecurity, IT managed services, and custom software development and were launched in 1984.",4.6,(13 Reviews),,"A media and events company was looking to revamp their IT infrastructure, so they engaged with Transputec Ltd to provide them with a full audit of their entire system.","['eCommerce', 'Financial services', 'Gambling', 'Hospitality & leisure', 'Media']","London, United Kingdom",50 - 249 employees,"$5,000+"
The VP Techno Labs® International,cybersecurity,"VP Techno Labs™ is a cybersecurity company with a team of one employee.  Based in Nadiad, India, they were founded in 2019. Their services include cybersecurity, IT managed services, and web development for mainly small businesses. ",4.7,(3 Reviews),One of the US Largest Technology service provider; One of the India's online accounting software provider; Weekfire; TheWebOrion,"VP Techno Labs™ provided development support for a cybersecurity company’s clients. In one of the projects, they built an iOS app for an e-commerce platform. ","['Advertising & marketing', 'Automotive', 'Consumer products & services', 'Education', 'Financial services', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology', 'Legal']","Nadiad, India",10 - 49 employees,"$1,000+"
R&B Team,cybersecurity,"Cybersecurity company R&B Team was established in 2018. In Kyiv, Ukraine, their small team provides cybersecurity.",5.0,(8 Reviews),,R&B Team executed penetration testing for a commercial bank's external perimeter.  Their team assessed the bank's infrastructure and implemented strategies to improve the information security management system.,"['Business services', 'Financial services', 'Government', 'Medical']","Kyiv, Ukraine",10 - 49 employees,"$5,000+"
DNSnetworks Corporation,cybersecurity,"DNSnetworks Corporation is a small cloud consulting & SI company. The Ottawa, Canada-based agency was established in 2003. Their team focuses on cloud consulting & SI, IT managed services, search engine optimization, web design, and more.",5.0,(4 Reviews),,"DNSnetworks Corporation provides ongoing IT support for a business solutions provider. Their tasks include managing the client's software and hardware, onboarding, and providing IT support.","['Advertising & marketing', 'eCommerce', 'Information technology']","Ottawa, Canada",10 - 49 employees,"$5,000+"
"BCA IT, Inc.",cybersecurity,"BCA IT, Inc. is a Miami-based IT firm founded in 1990 with more than 10 members. They are experts in IT managed services, IT strategy consulting, and IT consulting for small and mid-market firms in industries such as manufacturing, business services, and financial services.",5.0,(22 Reviews),Edge Cordage; Doors & Plus; Dependable Accounting Services,"BCA IT, Inc. provides IT support services for a medical products manufacturer. They've done everything IT-related from ERP integration and server replacement to phone integration and system validation services. ","['Business services', 'Financial services', 'Legal', 'Manufacturing']","Doral, FL",10 - 49 employees,"$5,000+"
Devire,cybersecurity,"Devire, a HR agency, was founded in 1987. They are based in Warszawa, Poland; Katowice, Poland; Kraków, Poland and Poznań, Poland and have a midsize team. Devire specializes in HR services and IT staff augmentation.",4.8,(30 Reviews),Aviva; Circle-K; Mars; FedEx,"Devire sourced engineers for an automotive manufacturer. They refined the client’s job description, identified candidates, reviewed resumes with the client, and scheduled screenings and interviews.","['Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Financial services', 'Information technology', 'Legal', 'Manufacturing', 'Real estate', 'Retail']","Warszawa, Poland",250 - 999 employees,"$1,000+"
Tsaaro Solutions,cybersecurity,,4.9,(6 Reviews),"Vodafone, Vistara Airlines, Titan, Flipkart, UST, IBS Software, Amaze Mobility, Moove Connected, 2Solar, Bluvium Technologies, Supari Studios, Buzzoka, Synapsica, Anakage, Mindvalley, Capgrid Solutions, Borderless Access, Ambiya, Kellton Tech.",Tsaaro Solutions helped maintain the client's internal security infrastructure for an IoT Solutions Company. They also implemented a personal Information management system and performed a data audit.,"['eCommerce', 'Financial services', 'Medical', 'Information technology', 'Telecommunications']","Amsterdam, Netherlands",50 - 249 employees,"$5,000+"
Varyence,cybersecurity,"Custom software development firm Varyence was launched in 2012. Their small team is in Lviv, Ukraine and New York, New York. Varyence provides custom software development, digital strategy, cybersecurity, IT strategy consulting, and more.",5.0,(6 Reviews),,"Varyence provides web app development and IT support to help an EdTech firm improve their existing software. They've discussed the brief, devised an optimization plan, and built a program using PHP and Laravel.","['eCommerce', 'Financial services', 'Medical', 'Information technology']","L'viv, Ukraine",50 - 249 employees,"$10,000+"
OSIbeyond,cybersecurity,"OSIbeyond is a managed IT service provider based Rockville, Md. The company, founded in 2004, has more than 20 employees and provides cybersecurity, IT managed services, IT strategy consulting, and cloud consulting & SI services to small and midmarket nonprofits and business service organizations.",5.0,(30 Reviews),,OSIbeyond is the IT service provider for a national public health nonprofit organization. They keep workspaces efficient and stay ahead of technology trends. They’re currently assisting with an office move.,"['Business services', 'Non-profit']","Rockville, MD",10 - 49 employees,"$10,000+"
Infopulse,cybersecurity,"Infopulse is an end-to-end digital services and advisory company based in Ukraine with additional offices across Europe and the Americas. Founded in 1991, their team of 2,300+ specialists offers solution engineering, managed services, innovation services, digital experience & intelligent business solutions. They work with SMBs and Fortune 100 enterprises, focusing on banking, energy, oil & gas, healthcare, telecom, information technology, and other industries.",4.7,(10 Reviews),BICS; Vodafone; Bosch; Metinvest,"After examining server activity, Infopulse synchronized Azure Active Directories for a lighting manufacturer. They centralized all email activity from three separate providers to Microsoft Office 365.","['Business services', 'Financial services', 'Information technology', 'Manufacturing', 'Retail', 'Telecommunications']","Łódź, Poland","1,000 - 9,999 employees","$50,000+"
Cyberlands.io,cybersecurity,"Cyberlands is an API penetration testing company based in Nieuwegein, Netherlands, with an office in Vancouver, Wash. The company, founded in 2019, has a team of more than ten that provides cybersecurity services to small and mid-market companies in the financial services and IT industries.",5.0,(7 Reviews),Amaiz (UK FinTech FCA-regulated); SPSoft (Bay Area software house); Softprom (large international IT distributor),A fintech startup needed help with penetration testing and API security posture. Cyberlands.io used Cloudflare to do a web penetration test and security assessment of the client’s platform before it went live.,"['Financial services', 'Medical', 'Information technology', 'Telecommunications']","Rotterdam, Netherlands",2 - 9 employees,"$5,000+"
Berezha Security Group,cybersecurity,"Berezha Security Group is a cybersecurity consulting firm founded in 2014 and located in Kyiv, Ukraine, and Krakow, Poland. They specialize in cybersecurity consulting, application security, infrastructure, and social engineering penetration testing. BSG has delivered over 200 projects for more than 100 clients worldwide in all major business sectors, including IT services, software products, banking, fintech, retail, and more industries.",5.0,(40 Reviews),,"Berezha Security conducted penetration testing for various web apps, with the goal of eliminating security weaknesses. They detected issues after three weeks and did another round of testing afterward.","['Business services', 'eCommerce', 'Financial services', 'Gambling', 'Gaming', 'Medical', 'Information technology', 'Legal', 'Retail', 'Telecommunications']","Kyiv, Ukraine",10 - 49 employees,"$5,000+"
Iterasec,cybersecurity,"Started in 2019, iterasec is a cybersecurity firm with a team of under 50 employees. The company is headquartered in Lviv, Ukraine, offering predominantly cybersecurity services to their clientele.",5.0,(11 Reviews),,Iterasec partnered with a FinTech company to help improve its cybersecurity efforts. The team handled the manual security tests and created a cloud security audit to help create robust cybersec recommendations.,"['Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Financial services', 'Medical']","Rzeszów, Poland",10 - 49 employees,"$5,000+"
REDTEAM.PL,cybersecurity,"REDTEAM.PL is a software company based in Warsaw, Poland, and founded in 2017. With no more than 10 members, they specialize in cybersecurity, forensic services, and application testing solutions for clients in the fields of healthcare, financial services, and IT solutions.",5.0,(6 Reviews),The list contains only some of the clients that provided us with official references: Orbis (Accor); TELDAT; Allianz; Center for Informatics Technology (COI),REDTEAM.PL performed a full-spectrum cyberattack on a self-care app. The goal was to obtain specific data from the client's database and elicit a realistic cybersecurity response from their internal team.,"['eCommerce', 'Financial services', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology', 'Energy & natural resources', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Warszawa, Poland",2 - 9 employees,"$1,000+"
PCA Technology Group,cybersecurity,"PCA Technology is a technology company based in Buffalo, New York. Founded in 1989, PCA Technology's team of about 40 employees provide custom software development, web development, and IT managed services.",4.9,(21 Reviews),,"PCA Technology Group provides ongoing IT consulting services for a transportation fuel supplier. Their tasks include hardware and software installation, maintenance support, and platform development.","['Business services', 'Medical', 'Non-profit']","Buffalo, NY",10 - 49 employees,Undisclosed
Touchstone Security,cybersecurity,"Touchstone Security is a Cybersecurity firm based in Allendale, N.J. Founded in 2016, their team of 10 serves clients in the finance and healthcare sectors. Services include IT and cloud consulting.",5.0,(4 Reviews),The 92nd Street Y,Touchstone Security was hired by an online content platform to provide email security. The main objective was to have better protection for the client's email account.,"['eCommerce', 'Education', 'Financial services', 'Medical', 'Legal', 'Non-profit']","Allendale, NJ",10 - 49 employees,"$1,000+"
H-X Technologies,cybersecurity,"Founded in 2015, H-X Technologies is a cybersecurity company based in Kyiv, Ukraine. They primarily work with mid-market businesses in a variety of industries including automotive and IT. ",5.0,(12 Reviews),,"H-X Technologies has provided a code review for an NFT company, including manual and automatic testing, and delivered a report and evaluation. The team is now doing penetration testing to find vulnerabilities.","['Advertising & marketing', 'Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Gaming', 'Government', 'GPS, Navigation & GIS']","Kyiv, Ukraine",10 - 49 employees,"$1,000+"
Cloudience,cybersecurity,"Founded in 2011, Cloudience is a IT and tech support firm. Their team of around three employees is based in Chandler, Arizona. They focus on Cloud efficiency, flexibility, and automation services.",5.0,(3 Reviews),Amazing Lash Studios; Unity Doctors; Pain Stop Clinics; Rush Automotive,"Cloudience provided managed IT services to a surgical center for three years. Their involvement included setting up phone lines, email accounts, and computer systems, as well as ensuring HIPAA compliance.","['Automotive', 'Business services', 'Government', 'Medical', 'Manufacturing', 'Real estate']","Chandler, AZ",10 - 49 employees,"$1,000+"
Cloudforce,cybersecurity,"Cloudforce is an Oxon Hill, Maryland-based cloud consulting & SI company. Launched in 2010, the small team provides cloud consulting & SI, cybersecurity, BI & big data consulting & SI, unified communications consulting & SI, and more.",5.0,(6 Reviews),HITT Contracting; Host Hotels & Resorts; JBG Smith; Secretariat,Cloudforce was hired by an investment firm to migrate their infrastructure from an on-premise data center to Azure Cloud. They now provide 24/7 on- and off-site IT support for the client.,"['Business services', 'Education', 'Financial services', 'Government', 'Medical', 'Hospitality & leisure', 'Legal', 'Media', 'Real estate']","Oxon Hill, MD",50 - 249 employees,"$10,000+"
Z7 Solutions,cybersecurity,"Z7 Solutions is a Orlando, Florida-based IT managed services company. The company specializes in IT managed services, IT strategy consulting, BI & big data consulting & SI, cloud consulting & SI, and more and is small.The company was established in 2012.",5.0,(4 Reviews),"NYS Agency; United States Air Force; County in Florida; Solar Company in Orlando, FL","Z7 Solutions provided IT consulting and SI services for an engineering company. The team worked on health checks and remediation of DellEMC storage, Cisco UCS, Brocade Fabric, and VMware environment.","['Business services', 'Consumer products & services', 'Education', 'Government', 'Medical', 'Non-profit']","Orlando, FL",10 - 49 employees,"$5,000+"
Framework IT,cybersecurity,"Framework Communications is a business technology firm based in Chicago. Since 2008, their team of around 10 employees has been specializing in IT managed services, cybersecurity, cloud consulting & SI. ",4.8,(20 Reviews),Corporate Settlement Solutions (CSS); Lakeshore Sport & Fitness; Grassroots; PCA America's Cement Manufacturers,"Framework IT set up the business’ IT infrastructure, including all of the computer hardware and software. They also set up networks and POS, and they now provide IT support.","['Advertising & marketing', 'Government', 'Medical', 'Information technology', 'Legal', 'Legal Cannabis', 'Manufacturing', 'Non-profit', 'Real estate']","Chicago, IL",10 - 49 employees,"$1,000+"
Fluid Attacks,cybersecurity,"Fluid Attacks is an IT security company based in Clayton, N.C. The company was founded in 200 and currently employs a team of 3 resources. Fluid Attacks specializes in cybersecurity and application testing for mainly midmarket clients.  ",4.9,(20 Reviews),BBVA; Edatel; The Missing Link; Indra,Fluid performs security testing for company products and it has been for the past 12 years. Their team also developed an app and its infrastructure.,"['Financial services', 'Gaming', 'Medical', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","San Francisco, CA",50 - 249 employees,"$10,000+"
Lexart,cybersecurity,"Lexart labs is a software development company. The small Montevideo, Uruguay-based team provides custom software development, web development, web design, e-commerce development, and more. The agency was established in 2015.",4.8,(6 Reviews),,"Lexart led a technical team training for an IT services firm. They used online methodologies and practical exercises to familiarize the client's team with technologies such as Java, Python, PL/SQL, and Jasper.","['eCommerce', 'Education', 'Financial services', 'Information technology', 'Retail']","Montevideo, Uruguay",50 - 249 employees,"$25,000+"
Keystone Technology Consultants,cybersecurity,,4.9,(4 Reviews),,"Keystone Technology Consultants revamped the entire IT infrastructure of a full-service resource recovery firm. Their tasks included server upgrades, hardware and software installations, and troubleshooting.","['Advertising & marketing', 'Automotive', 'Business services', 'Consumer products & services', 'Medical', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Non-profit']","Akron, OH",10 - 49 employees,"$5,000+"
Silent Break Security,cybersecurity,"Silent Break Security is a cybersecurity firm based in Lehi, Utah, and founded in 2011. Their team of 21 employees specializes in cybersecurity.",4.8,(8 Reviews),National Guardian Life Insurance; Foot Locker,"Silent Break Security conducted penetration testing on various systems, including code and apps. The team has since done more work, conducting penetration testing on mobile and web apps. ",,"Lehi, UT",10 - 49 employees,"$5,000+"
"Ascendant Technologies, Inc.",cybersecurity,"Ascendant Technologies, Inc. Is an IT managed services company established in 1994. The agency provides IT managed services, cybersecurity, cloud consulting & SI, and IT strategy consulting and has a small team.",5.0,(10 Reviews),,Ascendant Technologies initially provided a network security audit for a physics lab. They are now providing ongoing managed IT services. This involves network vulnerabilities assessment.,"['Business services', 'Education', 'Financial services', 'Medical', 'Manufacturing', 'Real estate', 'Utilities']","Franklin Township, NJ",10 - 49 employees,"$1,000+"
Reliable Technology Services,cybersecurity,"Established in 2007, Reliable Technology Services, Inc. Is an IT managed services company. Located in Frisco, Texas, their small team offers IT managed services, cybersecurity, IT strategy consulting, and cloud consulting & SI.",5.0,(12 Reviews),https://vendor.clutch.co/vendor/dashboard/portfolio/1942531; https://vendor.clutch.co/vendor/dashboard/portfolio/1942749; https://vendor.clutch.co/vendor/dashboard/portfolio/1942539; https://vendor.clutch.co/vendor/dashboard/portfolio/1942538,"Reliable Technology Services, Inc. has provided managed IT services for an immigration company. The team handles the client's system security, Cloud server, and IT services.","['Automotive', 'Business services', 'Dental', 'Financial services', 'Legal', 'Manufacturing', 'Non-profit', 'Real estate']","Frisco, TX",10 - 49 employees,"$1,000+"
TruAdvantage,cybersecurity,"TruAdvantage is a San Jose, Calif.-based security-focused managed IT provider. It was founded in 2010 and now has a team of 19 that provides IT managed services, cybersecurity, cloud consulting & SI, and IT strategy consulting.",5.0,(19 Reviews),,A nonprofit organization hired TruAdvantage for various infrastructure building projects and managed IT services. The vendor offered an outsourced IT team that helped in building platforms and for maintenance.,,"Cupertino, CA",10 - 49 employees,"$5,000+"
Red River,cybersecurity,"CWPS is an IT managed services company headquartered in Washington, D.C. The company was founded in 1980, and has 153 employees. They specialize in IT managed services and cloud consulting services for their clients.",5.0,(1 Reviews),American Council on Education; Alaska Wilderness League; Perdue Farms; DECO,"Following a thorough discovery phase, CWPS delivered cloud migration and integration services. Their team is currently working on ways to further integrate the cloud into their client’s practices.","['Business services', 'Education', 'Financial services', 'Medical', 'Legal', 'Manufacturing', 'Non-profit', 'Real estate', 'Supply Chain, Logistics, and Transport']","Chantilly, VA",250 - 999 employees,"$10,000+"
StreamScan,cybersecurity,"StreamScan is a cybersecurity company. The small MONTREAL, Canada-based company was founded in 2011. Their team specializes in cybersecurity.",4.9,(4 Reviews),,StreamScan has provided cybersecurity services for an office furniture manufacturer. The team has installed a solution and configured it on a virtual machine in order to identify potential risks and threats.  ,"['Government', 'Medical', 'Manufacturing']","Montreal, Canada",10 - 49 employees,"$5,000+"
ITsGuru - Managed IT Services,cybersecurity,"Custom software development company ITsGuru - IT Support & SEO Services was founded in 2007. They are based in Vadodara, India and have a midsize team. ITsGuru - IT Support & SEO Services focuses on custom software development, IT managed services, mobile app development, search engine optimization, and more.",5.0,(3 Reviews),,"ITsGuru - Managed IT Services is responsible for handling all electronic equipment of an event center. Their tasks include system setup, printer management, venue software training, and more.","['Automotive', 'Business services', 'Information technology', 'Manufacturing', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport']","Houston, TX",50 - 249 employees,"$5,000+"
SUCCESS Computer Consulting,cybersecurity,"SUCCESS Computer Consulting is a cybersecurity company in Golden Valley, Minnesota. The company provides cybersecurity, IT managed services, IT strategy consulting, and cloud consulting & SI and has a midsize team.The company was launched in 1992.",5.0,(15 Reviews),,"SUCCESS Computer Consulting provides IT services for an educational nonprofit organization. They offer comprehensive monitoring, patching, and security services for the client's IT infrastructure.","['Advertising & marketing', 'Business services', 'Financial services', 'Medical', 'Legal', 'Manufacturing', 'Non-profit']","Golden Valley, MN",50 - 249 employees,"$5,000+"
