company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Neoteric,artificial-intelligence,"Neoteric is a software development company with about 100 employees. Headquartered in Gdańsk, Poland, the company focuses on small, mid-market, and enterprise clients across industries including information technology, business services, and telecommunications. Neoteric was founded in 2005 and specializes in software development, AI development, and product design.",4.9,(47 Reviews),Siemens (Electronics); Nestle (FMCG); The World Bank (Finance); Liveramp (Data integration),"Neoteric provides app development for a fitness company. A marketing agency offers suggestions for the optimization and refinement of the app, and Neoteric implements the changes using GitHub and Ionic.","['Education', 'Medical', 'Information technology', 'Utilities']","Gdańsk, Poland",50 - 249 employees,"$25,000+"
Addepto,artificial-intelligence,"Addepto is a Warsaw, Poland based software development firm that was founded in 2017. Their team of 8 provides clients big data and cloud consulting services. They also have experience working with machine learning and artificial intelligence. ",5.0,(10 Reviews),,A SaaS platform sought the help of Addepto to build a fully scalable custom solution based on NLP technology. The solution uses deep neural networks to detect high-grained data practices.,"['Financial services', 'Gaming', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Retail', 'Supply Chain, Logistics, and Transport']","Warszawa, Poland",10 - 49 employees,"$10,000+"
Abto Software,artificial-intelligence,"Abto Software, founded in 2007, is a custom software engineering company headquartered in New York City, with an additional office in Lviv, Ukraine. The company’s team of 208 people specialize in AI, enterprise app modernization, and web development. Their clients are mid-market, small, and enterprise businesses. Most of the businesses they work with are in the IT, health care & medical, and retail industries. ",4.8,(12 Reviews),Medikit; UPGREAT; Skybow; WeGo VISION LTD,"A medical device company hired Abto Software for custom software and AI development. Abto Software worked on facial recognition software, an AI neural network, and built iOS and Android mobile applications.","['Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Real estate']","New York, NY",250 - 999 employees,Undisclosed
Yellow,artificial-intelligence,"Founded in 2015, Yellow is a development company with offices in Belarus and San Fransisco. Their team of 42 focuses on UX/UI design as well as web and mobile app development.",5.0,(49 Reviews),Fusion Markets; MeatEater; Open Audience; Notion Digital,"Yellow has provided UI design and development support to a sports technology startup. They’ve used Figma and Flutter to create mock-ups, build wireframes, and develop an application.","['Education', 'Financial services', 'Information technology']","San Francisco, CA",50 - 249 employees,"$25,000+"
Childish,artificial-intelligence,"Childish is a web development firm based in Sofia, Bulgaria. Founded in 2018, their team of 30 serves clients in the healthcare and e-commerce sectors. Services include custom software development.  ",5.0,(11 Reviews),,"Childish provided software development services to enable data analysis for a trading company. The team helped to create an algorithm to instruct functions. Using Python, they built the software from scratch.","['Business services', 'Education', 'Financial services', 'Medical', 'Information technology', 'Manufacturing', 'Non-profit']","Sofia, Bulgaria",50 - 249 employees,"$10,000+"
AI Superior,artificial-intelligence,"AI Superior is a data science services and custom machine learning solutions provider based in Darmstadt, Germany, with an office in Berlin. The company, founded in 2019, has a team of more than ten that provides AI and BI & big data consulting & SI services. AI Superior serves to enterprise and smaller-sized companies and institutions in the business services, financial services, IT, health care & medical, government, retail, and telecommunications sectors.",5.0,(9 Reviews),Merck AG; HUK-Coburg; Boehringer Ingelheim; Finiata,AI Superior was tasked with researching and developing custom software for a pharmaceutical company. The client wanted to implement Generative Adversarial Networks (GAN) into the program.,"['Business services', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Information technology', 'Media', 'Real estate', 'Telecommunications']","Darmstadt, Germany",10 - 49 employees,"$10,000+"
Tooploox,artificial-intelligence,"Founded in 2012, based in Poland, Tooploox offers custom software development services that help innovative companies and startups design and build digital products with AI, mobile, and web technologies. The team consists of over 160 professionals specializing in innovative product development, consulting, and R&D. ",4.9,(31 Reviews),June; Group Nine Media; Voyage; Light, ,"['Automotive', 'Consumer products & services', 'Financial services', 'Medical', 'Information technology', 'Media']","Wrocław, Poland",50 - 249 employees,"$25,000+"
Software Mind,artificial-intelligence,"Software Mind is a global IT services company headquartered in Krakow, Poland, with offices in Warsaw, Rzeszow, and Bielsko-Biala in Poland as well. Founded in 1999, their team of 116 works with clients from startups to enterprises to offer assistance in custom software development, enterprise app modernization, and BI & big data consulting & SI. They mainly work in the medical and financial services industries.",4.9,(22 Reviews),Corelogic; Dell; Backbase; Branch,Software Mind has recruited technical resources for a software service provider. They've helped the firm develop two of their software systems. ,"['eCommerce', 'Financial services', 'Gambling', 'Information technology', 'Telecommunications']","Kraków, Poland","1,000 - 9,999 employees","$50,000+"
Maruti Techlabs,artificial-intelligence,"Maruti Techlabs is a product development company based in Ahmedabad, India. Founded in 2009, the team of 140 works to build future-proof products and guide digital transformation and sustainable scaling for small, mid-sized, and enterprise clients across a wide range of industries.",4.8,(29 Reviews),Amneal Pharma; Domino Printing; REMAX; Contently,Maruti Techlabs provides custom software development services for a national insurance distributor. They use PHP and Python as their key technologies for their development projects with the client. ,"['Automotive', 'Consumer products & services', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Media', 'Real estate']","Ahmedabad, India",50 - 249 employees,"$10,000+"
Zfort Group,artificial-intelligence,"Zfort Group is a full service IT provider based in Kharkiv, Ukraine with offices in the U.S., the U.K., and Australia. Founded in 2000, Zfort's team of around 200 employees provides web development, custom software development, and blockchain services to small and mid-market businesses in a wide variety of industries. ",5.0,(10 Reviews),Online.io; EzyMath LLC; CharityCheckout; SystemHUB,"Zfort Group implemented a CMS into a complex, outdated, hard-coded website. The team spent hours analyzing the structure and code before providing a solution. They now maintain the system.","['Business services', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology']","Kharkiv, Ukraine",250 - 999 employees,"$10,000+"
ThirdEye Data,artificial-intelligence,"A Big Data services company with nearly 10-years experience, ThirdEye Data is headquartered in Santa Clara, Calif. With a team of nearly 50 employees, ThirdEye Data provides clients with BI, Big Data, and cloud consulting and artificial intelligence (AI). While they specialize in Azure, they also work on Amazon and Google platforms. They were founded in 2010.",4.5,(16 Reviews),Microsoft; Walmart; Southern California Edison; Amazon,"ThirdEye Data provides outsourced Scala developers to build a superstructure on top of an end-client's Spark and AWS solution. After delivering 60,000 lines of code, the project moved into a second phase.","['Advertising & marketing', 'eCommerce', 'Government', 'Medical', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Non-profit', 'Retail', 'Utilities']","San Jose, CA",50 - 249 employees,"$10,000+"
Ekkel AI,artificial-intelligence,"Ekkel AI is a Lahore, Pakistan-based website development firm. The small agency was launched in 2021. Their services include web development, Artificial Intelligence, mobile app development, custom software development, and more.",5.0,(5 Reviews),Kodezi; Craftly; Zenithchain,"Ekkel AI supported the development of an AI-powered copywriting platform for a SaaS company. They built the front- and backend, provided designs, adapted the GPT-3 AI model, and fine-tuned the app.","['Education', 'Financial services', 'Medical', 'Real estate', 'Supply Chain, Logistics, and Transport']","Newark, DE",10 - 49 employees,"$1,000+"
BotsBand,artificial-intelligence,"Headquartered in Kyiv, Ukraine, BotsBand is a custom software development company. They offer custom software development, conversion optimization, and Artificial Intelligence and were established in 2017.",5.0,(47 Reviews),,"Botsband developed a chatbot for a household waste disposal company. The goal was to optimize customer communication, make the process of invoicing and paying bills more efficient.","['Advertising & marketing', 'eCommerce', 'Government', 'Medical', 'Legal', 'Supply Chain, Logistics, and Transport']","Kyiv, Ukraine",10 - 49 employees,"$5,000+"
DataToBiz,artificial-intelligence,"DataToBiz is an AI and Data Science Consulting Firm in Chandigarh, India. They are an innovative team of around 50 professionals. They have helped various SMEs and Enterprises round the globe to solve their business problems with Data Engineering solutions. Their core services include Business Intelligence, Computer Vision, Data Warehousing and Artificial Intelligence.",4.7,(12 Reviews),GetMee; DiGiSPICE Technologies; Speero; McDonald's,DataToBiz provided BI and analytics services for an insurance technology firm. They migrated data to a new tool to provide better visualization.,"['Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Information technology', 'Manufacturing', 'Energy & natural resources']","Sahibzada Ajit Singh Nagar, India",10 - 49 employees,"$10,000+"
Talentica Software,artificial-intelligence,"Talentica Software is an innovative product development company for high-growth companies. With 18 years of experience across various domains of 170 customers, the company has developed deep expertise in AI & Machine Learning, and Blockchain. Expertise in these emerging technologies and understanding the business context help bring product features to life. They have a team of 500+ experienced & handpicked tech experts hailing from the premier engineering schools of India like IITs, NITs & BITs.",4.7,(22 Reviews),Mist Systems; Alphasense; Tala Security; Citrus Pay,"Augmenting a channel marketing automation platform's R&D capabilities, Talentica Software helps the client develop their main product. They maintain the product, fix bugs, and create new software capabilities.","['Advertising & marketing', 'Consumer products & services', 'eCommerce', 'Financial services', 'Medical', 'Media', 'Real estate']","Pune, India",250 - 999 employees,"$50,000+"
dida Machine Learning,artificial-intelligence,"Dida Machine Learning is a small AI firm established in 2018. Their services include Artificial Intelligence and custom software development. The firm is headquartered in Berlin, Germany.",5.0,(6 Reviews),idealo; European Space Agency (ESA); Ströer; accenture,dida Machine Learning adapted and trained an AI architecture to solve an IT company’s NLP issues. They also fine-tuned the core model to fit their specific technology needs.,"['Advertising & marketing', 'Automotive', 'eCommerce', 'Financial services', 'Government', 'Manufacturing', 'Energy & natural resources', 'Non-profit', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Berlin, Germany",10 - 49 employees,"$25,000+"
ELEKS,artificial-intelligence,"Founded in 1991, ELEKS is a provider of software development, product design and technology advisory services. They offer cooperation models that fit the goals, resources and timelines of Fortune 500 companies, large enterprises, and small businesses. ELEKS has more than 2,000 specialists and 17 offices on three continents to serve their clients globally. ",4.8,(27 Reviews),Eagle Investment Systems (a subsidiary of BNY Mellon); Autodesk; ESET; TAIT,ELEKS developed a mobile application from scratch for a fintech company. They worked on the design and built the iOS and Android versions using React Native and an API written in Laravel.,"['Automotive', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Media', 'Retail', 'Supply Chain, Logistics, and Transport']","Tallinn, Estonia","1,000 - 9,999 employees","$50,000+"
4soft,artificial-intelligence,"4soft is a software house headquartered in Wroclaw, Poland with another office in Dubai, the UAE. Founded in 2013, 4soft's team of 70 employees provides web development, UX/UI design, and custom software development services, having a particular focus on blockchain technology.",5.0,(40 Reviews),Elliptic; Gigaset; Artgeist; ITSEC Asia,"4soft provides custom software development services for a photo wallpaper e-commerce store. They have built a new internal system for managing products, order fulfillment, and returns.","['Arts, entertainment & music', 'Financial services', 'Gambling', 'Gaming', 'Energy & natural resources']","Wrocław, Poland",50 - 249 employees,"$10,000+"
Digital Sense,artificial-intelligence,,3.5,(1 Reviews),,Digital Sense developed a workflow-based use plan management system for a government project. The system features automatic calculations and yield estimates based on MODIS and Landsat satellite images. ,"['eCommerce', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Energy & natural resources', 'Retail']","Montevideo, Uruguay",10 - 49 employees,"$25,000+"
STX Next,artificial-intelligence,"Based in Poland, STX Next is a global software development company. The agency was founded in 2005 and carries a team of over 170 full-stack Python developers alone. In total, the company has over 300 professionals that specialize in web development, software development, and application testing. ",4.7,(82 Reviews),Mastercard; Decathlon; Tiqets; Verisk,"STX Next provides Python and Angular engineers to augment the team of a fintech company. These resources are knowledgeable in AWS, and they work within the client’s team to develop a banking platform.","['Advertising & marketing', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Real estate']","Poznań, Poland",250 - 999 employees,"$10,000+"
Serokell,artificial-intelligence,"Serokell OÜ is a software research and development company based in Tallinn, Estonia founded in 2015. The team of 26 offer their services in IoT development, artificial intelligence, and blockchain. They work with a wide variety of industries, including financial services and IT, among others. Their blockchain services revolve around initial coin offering consulting and smart contract development.",4.9,(10 Reviews),Disciplina; Tocqueville Group; IOHK,"Serokell developed a cryptocurrency startup’s web platform. They built a routing algorithm and the backend using a Web3 tech stack, Python, JavaScript, Solidity, and financial flow optimization tools.","['Business services', 'eCommerce', 'Education', 'Financial services', 'Medical', 'Information technology', 'Manufacturing', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Tallinn, Estonia",50 - 249 employees,"$10,000+"
Matellio,artificial-intelligence,"Matellio is a mobile and web app development company founded in 2012. Headquartered in San Jose, Calif., Matellio's team of around 40 specialize in web and mobile app development.Although Matellio encountered unexpected challenges that led to minor delays, the client appreciated their clear communication.",4.8,(36 Reviews),Startups; Fortune 500 Companies; Entrepreneurs; SMBs,"Matellio provides mobile app development services for a financial literacy startup. They’ve built an iOS and Android version of the app, along with an online portal to manage it.","['Business services', 'Information technology', 'Retail']","San Jose, CA",50 - 249 employees,"$10,000+"
Apriorit,artificial-intelligence,"Apriorit is a software product engineering company founded in 2002 with offices in Dover, Del., and Budapest, Hungary. Apriorit boasts a team of more than 200 employees who are well-versed in custom software development, web development, and mobile app development. ",4.9,(28 Reviews),Fortune 500 security solution vendors; Fortune 500 virtualization technology vendors; SaaS solution providers (CRM; HR,"A customer identity and access management company was looking to present the benefits of their software seamlessly, so they hired Apriorit for web development. The team utilized React and OpenID in the build.","['Automotive', 'Business services', 'Financial services', 'Medical', 'Information technology']","Wilmington, DE",250 - 999 employees,Undisclosed
Waverley Software,artificial-intelligence,"Waverley Software is a software engineering company headquartered in Palo Alto, Calif. It also has offices in Boston, Kharkiv, Ukraine, Lviv, Ukraine, and Ho Chi Minh, Vietnam. Founded in 1992, Waverley's team of over 80 employees mainly provides midmarket brands around the world with custom software development, mobile app development, and IoT development services.",4.9,(36 Reviews),Mozilla; Qualcomm; Swisscom; GroupOn,A personal journaling app engaged with Waverley Software for their iOS-based mobile app development services. The team manages the entire project and utilizes Swift UI as their primary development tool.,"['Education', 'Financial services', 'Medical']","Palo Alto, CA",250 - 999 employees,"$50,000+"
AE Studio,artificial-intelligence,"AE Studio is a team of designers, engineers, and data scientists based in Venice, CA – working on blockchain solutions internally and for partners since their founding in 2016. Their team of more than 150 members provides full, end-to-end blockchain services for startups and enterprise partners, ranging from strategic advisory to community/gtm to smart contract deployment. They are chain agnostic and partner with leading blockchain groups like Dapper Labs, Polygon, and Skale.",5.0,(18 Reviews),Samsung; Berkshire Hathaway; Ritual; Chance the Rapper,"AE Studio has provided UX/UI design services for a sports analytics hardware company. They’ve done a mobile application’s complete redesign, working on the interface, including the brand identity.","['Arts, entertainment & music', 'Business services', 'Consumer products & services', 'eCommerce', 'Medical', 'Information technology', 'Media']","Los Angeles, CA",50 - 249 employees,"$100,000+"
OptiSol Business Solutions,artificial-intelligence,"Optisol Business Solutions is a 140+ web, mobile, and AR/VR development firm that also offers augmentation services to companies of all sizes. Founded in 2006 and based in Strongsville, OH, with offices in Dubai, Ireland, and India, they specialize in flexible frameworks for digital problem-solving.",4.7,(39 Reviews),Vision Point Systems; US ecology; Larsen & Toubro; Power International Holding,OptiSol Business Solutions custom-coded a website for the client using JavaScript and Photoshop. They developed an administrative panel that can be used to adjust the user experience.,"['Arts, entertainment & music', 'Financial services', 'Medical', 'Hospitality & leisure', 'Manufacturing', 'Supply Chain, Logistics, and Transport']","Sacramento, CA",250 - 999 employees,"$10,000+"
SOTATEK JSC,artificial-intelligence,"SotaTek JSC is an AI and blockchain development company based in Hanoi, Vietnam, with offices in Tokyo and Osaka, and Costa Mesa, Calif. The company, founded in 2015, has more than 500 employees and provides blockchain, custom software development, mobile app development, web development, AI, e-commerce development, and IT strategy consulting services. SotaTek serves mid-market and other-sized companies in various industries that include arts & entertainment, business services, and automotive.",5.0,(29 Reviews),Klaytn Foundation; XinFin; Xeno Global; PolkaFoundry,"SOTATEK JSC built a healthcare web app for an IT outsourcing firm's client. The web app would enable patients to choose their preferred doctor, book appointments, and receive online consultations.","['Arts, entertainment & music', 'eCommerce', 'Education', 'Financial services', 'Gaming', 'Medical', 'Real estate', 'Retail', 'Supply Chain, Logistics, and Transport']","Hanoi, Vietnam",250 - 999 employees,"$10,000+"
Digica,artificial-intelligence,"Digica is a software company founded in 2017 in Lodz, Poland. Their team of more than 10 specializes in IoT development, custom software development, and AI solutions for mid-market and enterprise-level companies in the fields of advertising and government services.",4.8,(16 Reviews),LEGO; T-Mobile US; Teledyne; NHS,A technology company hired Digica to provide coding and tech consulting. They were tasked with code creation to improve the data collection tasks of the client's existing system.,"['Advertising & marketing', 'Automotive', 'eCommerce', 'Financial services', 'Government', 'GPS, Navigation & GIS', 'Information technology', 'Manufacturing', 'Retail', 'Telecommunications']","Broadheath, Altrincham, United Kingdom",50 - 249 employees,"$10,000+"
Businessware Technologies,artificial-intelligence,"Businessware Technologies is a software development and consulting company based in Austin, TX, with offices in Novosibirsk, Russia. Founded in 2003, Businessware Technologies specializes in custom software development, BI/SI & big data consulting, and mobile app development services. Their client base is focused within the IT, finance, healthcare, and business services industries.",4.9,(10 Reviews),Samsung; Microsoft; IBM; Johnson & Johnson,A digital solutions company hired Businessware Technologies to provide custom software development services. The team made modifications to the client's emergency automation system using .NET and Microsoft SQL.,"['Business services', 'Financial services', 'Government', 'Medical', 'Information technology', 'Energy & natural resources']","Yerevan, Armenia",50 - 249 employees,"$10,000+"
BIX Tech,artificial-intelligence,"BIX Technology is a big data company based in Florianopolis, Brazil. Founded in 2012, the team of less than 50 specializes in BI and big data consulting and SI, web development, and IT strategy consulting. They work primarily with enterprise and midmarket clients, mainly in the consumer products and services, and retail industries.",4.9,(21 Reviews),Brazilian big players in ceramic coating; retail and manufacturing such as Portobello; Grupo Soma; Embraco and others (confidential),BIX Tech was hired by a car dealership to build a dashboard that consolidates data regarding real-time shipments by sea from several production plants.,"['Consumer products & services', 'eCommerce', 'Manufacturing', 'Retail']","Coral Gables, FL",50 - 249 employees,"$5,000+"
Brocoders,artificial-intelligence,"Brocoders is a software development company for VC-backed startups and midsize businesses based in Daytona Beach, Fla. Founded in 2014, Brocoders has a team of more than 70 specialists and has expanded to a second office in Kyiv, Ukraine to serve clients around the world. They provide web, cross-platform mobile app, custom software, and cloud architecture development.",5.0,(29 Reviews),Gokada; Ridesharing Application; EveryPig; MyCurrency,Brocoders has supported the development of an app for an ed-tech SaaS company. They have helped develop the front- and backend of the app from scratch.,"['Advertising & marketing', 'Business services', 'Financial services', 'Information technology', 'Real estate']","Tallinn, Estonia",50 - 249 employees,"$10,000+"
DataArt,artificial-intelligence,"DataArt is a software engineering firm in München, Germany; Zug, Switzerland; London, England; and New York. Founded in 1997, they have about 3,000 employees that serve mainly midmarket and small-business clients in the financial, healthcare, and IT sectors. Services include custom software development, enterprise app modernization, and UI/UX design.",5.0,(14 Reviews),The Carlyle Group; Nasdaq; Apax Partners; Monex,DataArt provides e-commerce solutions for a B2B marketplace. The team is responsible for creating an automated and scalable solution that can be operated in multiple countries.,"['eCommerce', 'Financial services', 'Medical', 'Hospitality & leisure', 'Media', 'Retail']","New York, NY","1,000 - 9,999 employees","$100,000+"
S-PRO,artificial-intelligence,"S-PRO is a mobile app and blockchain development company based in Kiev, Ukraine. Founded in 2014, S-PRO's team of around 100 employees specializes in mobile app development, blockchain, and UI/UX design. S-PRO primarily works with small and midmarket clients. ",4.9,(44 Reviews),Hastings Deering; Exaloan; Modo Energy; JobDone,S-PRO helps a software company with their AWS and fintech platform. They integrate sophisticated blockchain infrastructure and supply a team of developers and product managers for the job.,"['Financial services', 'Medical', 'Supply Chain, Logistics, and Transport']","Zürich, Switzerland",50 - 249 employees,"$25,000+"
Light IT Global,artificial-intelligence,"Light IT is a data science consulting and software development company located in Zaporizhzhia, Ukraine and founded in 2006. They have 132 employees who provide custom web and mobile software development services to various-size companies in advertising, finance, healthcare, travel, and education. This includes IT consulting, market research, QA, design, and business analytics.",4.9,(37 Reviews),Gaming Engage; CarLend Deals; Tapway,"Light IT Global is the iOS development contractor of a software development company. With the client's guidance, they work on iOS development, using Swift as the main tool and Python for the AI functionality.","['Business services', 'Education', 'Financial services', 'Medical']","Kyiv, Ukraine",50 - 249 employees,"$25,000+"
CSP Solutions,artificial-intelligence,"CSP Solutions is a mobile app development company. They are based in Beirut, Lebanon; San Francisco, and Minsk, Belarus and have a midsize team. Their services include mobile app development, custom software development, web development, Artificial Intelligence, and more. The agency was established in 2009.",4.5,(1 Reviews),EKP Legal LLC; J&P Steel Works LLC; Nobrand Holding; Al Arfaj Holding,CSP Solutions developed an ERP system for a metal fabrication company to help them manage production between departments. The software is accessible via tablet and has new features are added every 2–3 months.,"['Business services', 'Financial services', 'Government', 'Medical', 'Manufacturing', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Dubai, United Arab Emirates","10,000+ employees","$25,000+"
Stepwise,artificial-intelligence,"Stepwise is a unique Software House from Poland that helps clients that would like to scale up their products and become data-driven companies. A team of 30 people keeping up with the latest technologies since 2016. They are specialists in digital transformation. Stepwise operates mainly in Europe, but do not close to new, global challenges. Stepwise specializes in custom development and cloud services. They have built a strong position in services based on Flutter. Stepwise starts with understanding your business - the technology is at your disposal. Their areas of specialization are Google Cloud solutions (GCP, AWS), Back-end (Java, Kotlin, Spring), Web & Mobile: Flutter, React, Big Data / ML frameworks, and many more.",4.9,(25 Reviews),Tata Consulting (NL); Albert Hein (NL); KingFisher (UK); Nordomatic (SWE),Stepwise was tasked with providing Figma designs and CSS styling for a vocational training company. ,"['Financial services', 'Manufacturing', 'Retail']","Warszawa, Poland",10 - 49 employees,"$100,000+"
Osedea,artificial-intelligence,"Osedea is a computer software company boasting a team of just over 40 employees that provide custom software and mobile app development, as well as AI services. From their headquarters in Montreal, Canada, they partner with enterprise and mid-market companies in the manufacturing, energy, and telecom sectors. ",4.8,(20 Reviews),,Osedea developed a modern manufacturing application for a renewable energy company. They were also tasked with UI/UX design and backend work.,"['Education', 'Financial services', 'Medical', 'Manufacturing', 'Energy & natural resources']","Montreal, Canada",50 - 249 employees,"$50,000+"
