company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
OpsWorks Co.,cloud-consulting,"OpsWorks Co. is an IT engineering firm based in Kyiv, Ukraine, with additional offices in London. Founded in 2017, their team of around 35 employees provides cloud consulting services.",4.9,(17 Reviews),Syndigo; Edifecs; RSI; NMI,"OpsWorks Co. provided security-based auditing services for a car logistics company. Their scope of work included cloud backup, cloud network protection, user and API access controls, and more.","['eCommerce', 'Financial services', 'Gaming', 'Medical']","St. Petersburg, FL",50 - 249 employees,"$10,000+"
DAS42,cloud-consulting,Elasticiti is a New York-based strategic analytics solutions firm founded in 2012 with no more than 10 members. They specialize in big data consulting and AI solutions for mid-market and enterprise-level firms in the fields of advertising and media.,5.0,(5 Reviews),NBCUniversal; Fox; Disney; ViacomCBS,"Elasticiti developed data storage system and reporting dashboards for a publishing business. They used a variety of technologies including AWS, Power BI, and Snowflake.","['Advertising & marketing', 'Arts, entertainment & music', 'Consumer products & services', 'eCommerce', 'Financial services', 'Gaming', 'Medical', 'Manufacturing', 'Media', 'Retail']","New York, NY",50 - 249 employees,"$100,000+"
IT-Magic,cloud-consulting,"ITMagic is an IT managed services company. The small Kyiv, Ukraine-based firm was launched in 2011. Their services include IT managed services, IT strategy consulting, and cloud consulting & SI.",5.0,(5 Reviews),,A SaaS fitness company hired IT–Magic to build cloud infrastructure for a mobile application and web tools from scratch. AWS is the primary technology used in the project.,"['eCommerce', 'Financial services', 'Gaming', 'Medical', 'Information technology', 'Media', 'Retail']","Bielsko-Biała, Poland",2 - 9 employees,"$5,000+"
The Software House,cloud-consulting,"Based in Gliwice, Poland, The Software House is a development agency that was founded in 2012. They specialize in custom software development (PHP, Node, Javascript, Mobile) for mostly small and medium-sized businesses. So far, their team has completed over 100 web, mobile app, and custom software development projects. ",4.8,(59 Reviews),eSky.com; GoConnectIT; Reservix; Pet Media Group,Software House’s involvement began with developing a minimum viable product and continued with ongoing core development services.,"['Financial services', 'Information technology']","Gliwice, Poland",50 - 249 employees,"$10,000+"
Objectivity Ltd.,cloud-consulting,"Objectivity Ltd. is an IT company headquartered in Coventry, United Kingdom, that provides custom software and web development, as well as web design functions. Founded in 1991, the company has over 600 employees. The businesses they serve represent multiple industries including the business services, financial services, and real estate industries.
 ",4.6,(6 Reviews),Morrisons; Primark; Edrington; Knight Frank,"Objectivity Ltd.’s team helps to develop software. Initially, using HTML 5, they developed a new module with an intuitive UI that monitors and reports on performance and eases resource scheduling.","['Financial services', 'Medical', 'Retail']","Coventry, United Kingdom",250 - 999 employees,"$25,000+"
Innowise Group,cloud-consulting,"Innowise Group is a custom software development company based in Warsaw, Poland. With more than 1000 specialists on board and 600 projects completed, they use cutting-edge technologies to transform their client's businesses. They are experts in designing and developing tech solutions that will help your company enhance its processes and increase customer satisfaction, thanks to their 15+ years of experience and extensive expertise. They create custom software to fit your unique requirements in terms of timeline, budget, and use case. They handle every step of the development process, from product concept and development to testing, deployment, and support. In addition to building custom software, we also excel in UX/UI design, IT strategy consulting, and staff augmentation.",4.8,(40 Reviews),Terraces.io; Voka; Belyagdar; Instatsport,A digital healthcare company hired Innowise Group to provide mobile app development. They created a platform for respiratory conditions that analyzes inhalation flow and allows users to record symptom data.,"['Education', 'Financial services', 'Medical']","St. Petersburg, FL","1,000 - 9,999 employees","$5,000+"
Risingmax Inc,cloud-consulting,"Risingmax Inc is a software development company founded in New York in 2020 with over 10 members. They provide custom software, web, and mobile app development solutions to clients ranging from small firms to large businesses.",5.0,(32 Reviews),volkswagen; wayfair,RisingMax Inc developed a website for an e-learning company. The team's goal is to build a user-friendly website according to the client's vision.,"['Automotive', 'Business services', 'eCommerce', 'Education', 'Financial services', 'Government', 'Medical', 'Manufacturing', 'Real estate', 'Supply Chain, Logistics, and Transport']","New York, NY",10 - 49 employees,"$10,000+"
iTechArt Group,cloud-consulting,"Headquartered in New York, iTechArt is a custom software development company with additional offices in Marietta, Ga. and Iselin, N.J. Since 2002, iTechArt has helped startups and fast-growing tech companies fill in their talent gap and create robust web and mobile solutions that users love. To date, iTechArt’s talent pool includes 3500+ engineers with experience in all of the latest technologies.",4.9,(52 Reviews),ClassPass; ZEFR; Gain Capital (forex.com); Merkle,"iTechArt Group's engineers help a fintech firm with the development of their services. Some of their tasks include user onboarding, user account creation, tenant configuration management, and authentication.","['Education', 'Financial services', 'Gaming', 'Medical']","New York, NY","1,000 - 9,999 employees","$25,000+"
Accedia,cloud-consulting,"Accedia is a professional IT services company founded in 2012 with offices in Sofia, Bulgaria; Boston, Mass.; and San Francisco, Calif. Its team numbers more than 150 professionals, specialized in technology consulting, agile software development, and implementation of end-to-end IT solutions. Accedia’s clients are technology startups, small and mid-sized enterprises, and large enterprise businesses engaged in banking, finance and insurance, and manufacturing, among other industries.",4.7,(19 Reviews),Alexander Forbes; Bulstrad Vienna Insurance Group; Omni Capital Retail Finance; Progress Software,"A railway engineering company has hired Accedia for software development, using Microsoft Azure, .NET, and React as main technologies. They've also provided development resources for them and their customers.","['Financial services', 'Information technology', 'Manufacturing', 'Energy & natural resources', 'Retail']","Sofia, Bulgaria",50 - 249 employees,"$1,000+"
Beyondsoft Consulting Inc.,cloud-consulting,"Beyondsoft Consulting is a business IT and consulting company based in Bellevue, Wash., with offices in Torrance, Calif.; Singapore; Beijing; Noida, India; and Kyiv, Ukraine. The company, founded in 1995, has more than 10,000 employees and provides BI & big data consulting & SI, cloud consulting & SI, IT strategy consulting, custom software development, and enterprise app modernization services. Beyondsoft Consulting serves enterprise and mid-market companies in various industries that include IT, automotive, and financial services.",4.7,(9 Reviews),HP; Microsoft; Tokio Marine; Team Health,"Beyondsoft Consulting Inc. provides consultative services to a software development company. The team's tasks focus on big data and data infrastructure, as well as e-commerce platforms such as AWS. ","['Automotive', 'eCommerce', 'Financial services', 'Medical', 'Information technology', 'Retail']","Bellevue, WA","10,000+ employees","$10,000+"
Netguru,cloud-consulting,"Netguru is a consultancy, product design, and software development company founded in 2008. The company works with large brands and fast-growing startups in the financial, education, or even robotics industries. Netguru has completed more than 700 projects and has 700+ people on board working from all over the world. ",4.8,(50 Reviews),UBS; OLX; Careem; Keller Williams,Netguru assisted the client with backend functionalities and front-end implementation using Ruby on Rails. The goal was to create an online platform to educate users on the best insurance options.,"['Financial services', 'Medical', 'Real estate', 'Retail']","Poznań, Poland",250 - 999 employees,"$25,000+"
Trianz,cloud-consulting,"Founded in 2001, Trianz is a strategic agency headquartered in Santa Clara, Calif. with offices all over the United States, including Boston, Chicago, and Seattle.Their team has over 1,000 employees that specialize in big data consulting, cloud consulting, and IT strategy consulting. ",5.0,(2 Reviews),High Tech; Insurance & Financial Services; Food and Retail; Manufacturing,"Trianz audited a consumer housing provider’s data warehouse and provided recommendations on improvements and strategies, as well as implemented Teradata solutions.","['Advertising & marketing', 'Automotive', 'Business services', 'Consumer products & services', 'Education', 'Financial services', 'Medical', 'Information technology', 'Manufacturing', 'Media']","Santa Clara, CA","1,000 - 9,999 employees","$50,000+"
Itransition,cloud-consulting,"Founded in 1998 in Denver, Itransition now has multiple offices in the U.S., U.K., E.U., and locations in eastern Europe housing more than 2,200 employees. They help power enterprises and SMBs globally with their digital solutions in the areas of business process automation, AI, data analytics, customer experience, and others. ",4.9,(38 Reviews),Expedia; Xerox; Toyota; eBay,"Itransition developed a custom software solution to automate IPNav’s system for sorting through millions of patents. They handled development and UI/UX design, and built an analytics engine.","['Business services', 'Consumer products & services', 'Education', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Media', 'Real estate']","Denver, CO","1,000 - 9,999 employees","$25,000+"
Waverley Software,cloud-consulting,"Waverley Software is a software engineering company headquartered in Palo Alto, Calif. It also has offices in Boston, Kharkiv, Ukraine, Lviv, Ukraine, and Ho Chi Minh, Vietnam. Founded in 1992, Waverley's team of over 80 employees mainly provides midmarket brands around the world with custom software development, mobile app development, and IoT development services.",4.9,(36 Reviews),Mozilla; Qualcomm; Swisscom; GroupOn,A personal journaling app engaged with Waverley Software for their iOS-based mobile app development services. The team manages the entire project and utilizes Swift UI as their primary development tool.,"['Education', 'Financial services', 'Medical']","Palo Alto, CA",250 - 999 employees,"$50,000+"
10Pearls,cloud-consulting,"Based in Vienna, VA, 10Pearls designs and maintains apps for various companies. The company and its nearly 350 employees have experience in cybersecurity, product development, and UX/UI design.",4.9,(29 Reviews),HughesNet; Johnson & Johnson; PayPal; CocaCola,"10Pearls used AWS and Google Maps to build an app that displays the status and location of pharmacies, dialysis clinics, and healthcare facilities during emergencies. The platform houses 200,000 data points.","['Education', 'Financial services', 'Medical', 'Energy & natural resources', 'Telecommunications']","Washington, DC","1,000 - 9,999 employees","$50,000+"
Future Processing,cloud-consulting,"Future Processing is a software developer based in Gliwice, Poland. Founded in 2000, they now have more than 900 employees. They specialize in custom software development, web development, and enterprise app modernization for primarily midmarket and small business companies in the healthcare, IT, and transportation industries.",4.7,(35 Reviews),Allocate; Demica; 4 finance; Coconet,Future Processing works with a temporary staffing firm to digitally transform their system using several technologies like .NET and Azure. They've migrated it to a microservices ecosystem and automated testing.,"['Financial services', 'Medical', 'Information technology', 'Manufacturing', 'Real estate', 'Supply Chain, Logistics, and Transport']","Gliwice, Poland",250 - 999 employees,"$25,000+"
TechMD,cloud-consulting,"TechMD is an IT solutions firm based in Los Angeles, California. Founded in 2003, they now employ a team of about 40 that provides IT managed services, cybersecurity, cloud consulting & SI, and IT strategy consulting.",4.9,(36 Reviews),Newport Pacific Capital; CASA of Los Angeles; Delta Pipeline,TechMD provides on-demand IT services for an industrial equipment distributor. The client calls them whenever necessary to provide computer and software support. ,,"Santa Ana, CA",50 - 249 employees,"$5,000+"
Successive Digital,cloud-consulting,"Successive Technologies is an IT Services and Solutions company that was founded in 2010. They have offices in Noida, India, Magnor, Norway, and Raleigh, N.C. Their team of 100+ provide custom software development, web development, and mobile app development.",4.8,(18 Reviews),Nokia; Paloalto; Acl a Sinch Company; Dentsu Inc.,"Successive Technologies has been hired to build and maintain a website. They are updating and adding features to the site based on end user feedback, and performing testing before launching it on the site.","['Business services', 'eCommerce', 'Financial services', 'Information technology']","Raleigh, NC","1,000 - 9,999 employees","$10,000+"
Symphony Solutions,cloud-consulting,"Symphony Solutions is an IT services company based in Amsterdam, with offices in Lviv, Ukraine, Boston, Antwerpen, Belgium, Skopje, Macedonia, Krakow, Poland, and Rzeszow, Poland. Founded in 2009, their team of around 600 employees provides web development, custom software development, mobile app development, application testing, and IT managed services.",4.8,(12 Reviews),Vivino - #1 wine app/platform in the world (Danmark/USA); HPe - an American multinational enterprise information technology company Blexr - leading affiliate marketing company; ,Symphony Solutions provided web development services for the owner of a consulting firm. The team built a WordPress website to promote the client's recently published book and other business services.,"['Education', 'Gambling', 'Medical', 'Information technology', 'Retail']","Amsterdam, Netherlands",250 - 999 employees,"$25,000+"
Brainhub,cloud-consulting,"Brainhub is a software development partner for startups, scaleups and enterprises with ambitious product development plans. Founded in 2014, Brainhub is a team of 95 experts in Node.js, ReactJS, .NET, TypeScript and React Native that helped 65+ fintech, edtech, martech, healthcare and gamedev companies scale their web and mobile app development. Recognized as one of the fastest growing companies in Europe by Financial Times, Deloitte and Forbes.",4.8,(35 Reviews),National Geographic; Paradox Interactive; TC Global; Collegial,"Brainhub provided UX design for a recruitment marketing agency. The team conducted a strategy workshop, comprehensive system analysis, and UX audit, recommending solutions and implementing changes. ","['Advertising & marketing', 'Education', 'Financial services', 'Gaming', 'Medical', 'Information technology']","Gliwice, Poland",50 - 249 employees,"$25,000+"
DataArt,cloud-consulting,"DataArt is a software engineering firm in München, Germany; Zug, Switzerland; London, England; and New York. Founded in 1997, they have about 3,000 employees that serve mainly midmarket and small-business clients in the financial, healthcare, and IT sectors. Services include custom software development, enterprise app modernization, and UI/UX design.",5.0,(14 Reviews),The Carlyle Group; Nasdaq; Apax Partners; Monex,DataArt provides e-commerce solutions for a B2B marketplace. The team is responsible for creating an automated and scalable solution that can be operated in multiple countries.,"['eCommerce', 'Financial services', 'Medical', 'Hospitality & leisure', 'Media', 'Retail']","New York, NY","1,000 - 9,999 employees","$100,000+"
AJM Softwares,cloud-consulting,"AJM Softwares is a Jodhpur, India-based cloud consulting & SI company. The midsize firm was launched in 2008. Their team specializes in cloud consulting & SI, web development, and mobile app development.",4.9,(7 Reviews),Jobi; Adapt; MottoMobile; ApexMobile,An app development company has hired AJM Softwares to help enhance the existing app and platform development security. They have developed cross-platform codes to meet the project needs.,"['Arts, entertainment & music', 'Business services', 'eCommerce', 'Education', 'Financial services', 'GPS, Navigation & GIS', 'Medical', 'Manufacturing', 'Real estate']","Jodhpur, India",50 - 249 employees,"$5,000+"
Adastra,cloud-consulting,"Adastra is a data & analytics company based in Toronto with offices in Prague; Bangkok; Frankfurt, Germany; Sofia, Bulgaria; Bratislava, Slovakia; and Calgary, Canada. The company, founded in 2000, has more than 1,000 employees and provides BI & big data consulting & SI, cloud consulting & SI, IT managed services, and IT strategy consulting services. Adastra serves enterprise and smaller-sized companies in various industries that include financial services, retail, and telecommunications.",4.9,(8 Reviews),,"Adastra was a healthcare tech company’s AWS partner. They developed a platform using Amazon S3, Data Lake, Redshift, QuickSight, and Tableau. The tool had data warehouse and dashboard capabilities. ","['Automotive', 'Financial services', 'Medical', 'Manufacturing', 'Retail', 'Telecommunications']","Toronto, Canada","1,000 - 9,999 employees","$25,000+"
Geniusee,cloud-consulting,"Geniusee is a software and product development company focused on the win of its clients. Founded 5 years ago in Kyiv, Ukraine, it cumulates the expertise of 150+ skilled professionals who have already delivered 100+ notable projects in FinTech, EdTech, Retail, and other industries. Geniusee is a certified AWS consulting partner.",5.0,(45 Reviews),"Scout and Drum Technologies Inc. (startups from founders of the FinTech unicorn Kabbage acquired by Amex); Dell; Zytara (digital bank partnered with Floyd Mayweather, Inter Milan, AS Roma); Chegg Money (branch of EdTech unicorn)","Geniusee provided backend development for a health and wellness B2C company. The team built a backend API for the client’s website using Node.js, Next.js, TypeScript, and AWS as the key technologies.","['Education', 'Financial services', 'Retail']","Warszawa, Poland",50 - 249 employees,"$50,000+"
Lambert Labs,cloud-consulting,"Founded in 2017, Lambert Labs is a software development agency that specializes in Python. Their team of fewer than 10 employees is based in London. They also provide web development services and application testing. ",4.9,(9 Reviews),Accenture; Aerial Empire; Bongo's Bingo; Boost,Lambert Labs has been hired by a cross-cultural consultancy to build a custom project management system. They have also resolved issues that were not addressed by the previous developers of a legacy software.,"['Business services', 'Education', 'Financial services', 'Information technology', 'Legal', 'Non-profit', 'Telecommunications']","London, United Kingdom",2 - 9 employees,"$10,000+"
Dinarys GmbH,cloud-consulting,"Web development company Dinarys GmbH was founded in 2014. With its headquarters in Berlin and an office in Dnipro, Ukraine they have a team of 43. They offer e-commerce development and web development services. They focus on small businesses within the retail, real estate, and entertainment industries.",5.0,(16 Reviews),AromaKava; Bookbreakrs; Comfy; Colobridge GmbH,"Dinarys GmbH built a loyalty program mobile application for a convenience chain company. They worked on the registration screen with intuitive functionality, interactive elements, promotional display, and more.","['eCommerce', 'Retail']","Berlin, Germany",50 - 249 employees,"$50,000+"
Opinov8 Technology Services,cloud-consulting,"Headquartered in London, Opinov8 Technology Services is a technology solutions company that was founded in 2016. With offices in Ukraine and Spain, the team of 88 works with mid-market and small businesses in the financial services, advertising, marketing, gambling, hospitality, IT, and media industries. Opinov8 specializes in custom software development, enterprise app modernization, big data consulting, and clould consulting for clients.",4.7,(13 Reviews),Fortune 500 Companies; Computer and IT service business. Leading Global Media companies. Global Logistics Technology business; Leading European Fintech Platform businesses. Global Tire Manufacturers. Leading European Car Manufacturer.  Top 100 Swiss Healthtech Startup. Many more,"Opinov8 Technology Services is revamping a marketing transformation company’s web tools. Using the existing tools as a base, they’ve created a new UI/UX design and have provided wireframes and imagery.","['Automotive', 'Financial services', 'Gambling', 'Medical', 'Information technology', 'Energy & natural resources', 'Supply Chain, Logistics, and Transport']","London, United Kingdom",250 - 999 employees,"$50,000+"
Stepwise,cloud-consulting,"Stepwise is a unique Software House from Poland that helps clients that would like to scale up their products and become data-driven companies. A team of 30 people keeping up with the latest technologies since 2016. They are specialists in digital transformation. Stepwise operates mainly in Europe, but do not close to new, global challenges. Stepwise specializes in custom development and cloud services. They have built a strong position in services based on Flutter. Stepwise starts with understanding your business - the technology is at your disposal. Their areas of specialization are Google Cloud solutions (GCP, AWS), Back-end (Java, Kotlin, Spring), Web & Mobile: Flutter, React, Big Data / ML frameworks, and many more.",4.9,(25 Reviews),Tata Consulting (NL); Albert Hein (NL); KingFisher (UK); Nordomatic (SWE),Stepwise was tasked with providing Figma designs and CSS styling for a vocational training company. ,"['Financial services', 'Manufacturing', 'Retail']","Warszawa, Poland",10 - 49 employees,"$100,000+"
Intetics Inc.,cloud-consulting,"Intetics Inc. is a technology company headquartered in Naples, FL, with offices in Minsk, Belarus, Wilmette, Ill., Krakow, Poland and Kharkiv, Ukraine. Founded in 1995, Intetics' team of 474 employees provides small, midmarket, and enterprise businesses with a variety of different services such as custom software development, mobile app development, and application management & support, among others.",4.8,(26 Reviews),Encyclopaedia Britannica; SugarCRM; Snap-On; Würth,"Intetics Inc. is developing the components of a cybersecurity firm's vulnerability management platform. They've conducted discovery sessions, checked the current app, and listed all the client's requirements.","['eCommerce', 'Education', 'Financial services', 'GPS, Navigation & GIS', 'Medical']","Naples, FL",250 - 999 employees,"$50,000+"
BairesDev,cloud-consulting,"With offices in San Francisco and development centers across Latin America and the U.S., BairesDev provides end-to-end delivery for its clients. Founded in 2009, their team of over 3,000 seasoned engineers provides web and software development services in addition to managed IT support, staff augmentation, and application testing.",4.9,(45 Reviews),Google; Rolls-Royce; Pinterest; EY,"An intelligence platform hired BairesDev to provide development services, working on a roof management platform with MongoDB, Java React, and Meteor. They focused on the system's performance and efficiency.","['Automotive', 'Financial services', 'Government', 'Medical', 'Information technology']","San Francisco, CA","1,000 - 9,999 employees","$50,000+"
Emergent Software,cloud-consulting,"Emergent Software is a Minneapolis-based technology solution provider that was founded in 2015. Its notable proficiencies have an emphasis on custom software development, mobile app development, and web development. The team features 10-15 full-stack developers, SQL Server DBA’s, graphic & UI designers, and project managers. Additional areas of expertise include SharePoint, Salesforce, and SQL Server consulting and database administration.",4.9,(30 Reviews),The Tile Shop; State of Minnesota; The Raymond Corporation; Legrand,Emergent Software made adjustments and added functionality to an existing .NET platform. They coded new elements for UI and backend design and incorporated them into a point of sale system.,"['Business services', 'eCommerce', 'Financial services', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology', 'Legal', 'Manufacturing', 'Non-profit']","Saint Paul, MN",50 - 249 employees,"$25,000+"
